Localisation Specialist,Games Localization,"Shanghai,China"
Online Programmer - Ubisoft Club,Online/Web,"Montreal,Canada"
Intern Web Programmer,Programming,"Chengdu,No"
IT Product Owner – Digital Marketing (H/F),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Gameplay Programmer,Programming,"Belgrade,No"
Creative Director,Game & Level Design/Creative Direction,"Toronto,Canada"
Junior Development Tester,Testing & Quality Management,"Bucharest,No"
Senior FX Artist (H/F),Art,"Montreuil,No"
UI Artist,Programming,"Kyiv,No"
Generalist Programmer,Programming,"Santa Rosa,No"
Tools Programmer,Programming,"Santa Rosa,No"
Engine Programmer,Programming,"Santa Rosa,No"
Rendering Programmer,Programming,"Santa Rosa,No"
Senior Game Designer,Game & Level Design/Creative Direction,"Kyiv,No"
Senior Motion Graphic Designer (H/F),Art,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Senior Online Programmer - Rainbow Six Siege,Programming,"Barcelona,Spain"
3D Artist - Ketchapp (H/F),Art,"Montreuil,France"
Senior FX Artist (H/F),Art,"Montreuil,No"
Programmeur de son C++,Programming,"Montreal,Canada"
Lead Engine Programmer (H/F),Programming,"Montreuil,No"
Spécialiste - version et déploiement,Programming,"Montreal,Canada"
Software Engineer,Testing & Quality Management,"Singapore,No"
UI Artist,Art,"Singapore,No"
Chef d'équipe (Service de gestion de versions),Programming,"Montreal,Canada"
Team Lead (Source Control),Programming,"Montreal,Canada"
Game Tester (music game),Testing & Quality Management,"Shanghai,China"
Lead Audio Designer,Audio Design,"Barcelona,Spain"
Engine Programmer,Programming,"Belgrade,No"
Lead Programmer,Programming,"Belgrade,No"
Acheteur(euse) TI,Operations & Manufacturing,"Montreal,Canada"
Senior Graphics Programmer [Unannounced Project] (f/m/d),Programming,"Berlin,No"
"Open Application (Programming) - RedLynx, Finland",Programming,"Helsinki,Finland"
Systems Programmer [Rainbow Six Siege] (f/m/d),Programming,"Mainz,No"
General Programmer [Unannounced Project] (f/m/d),Programming,"Berlin,No"
Rigging Artist,Art,"Pune,India"
Tools Programmer,Programming,"Shanghai,China"
Game Tester,Testing & Quality Management,"Shanghai,China"
Junior Game Tester,Testing & Quality Management,"Shanghai,China"
QC Lead (Console),Testing & Quality Management,"Pune,India"
Monetization Director,Game & Level Design/Creative Direction,"Montreal,Canada"
Directeur Monétisation,Game & Level Design/Creative Direction,"Montreal,Canada"
Senior Animator,Animation,"Mumbai,India"
Server Programmer (C# Web Programmer),Programming,"Abu Dhabi,United Arab Emirates"
3D Artist,Art,"Santa Rosa,Philippines"
Senior DataWarehouse Developer,Information Systems,"Bucharest,Romania"
Senior Software Engineer,Testing & Quality Management,"Singapore,No"
Lead Development Tester,Testing & Quality Management,"Bucharest,No"
Senior Character Artist,Art,"Mumbai,India"
Senior Character Artist,Art,"Singapore,Singapore"
Programmeur généraliste- jeu mobile,Programming,"Montreal,Canada"
Live QA and Network Specialist,Testing & Quality Management,"Chengdu,No"
Programmeur Moteur (H/F),Programming,"Montreuil,No"
Associate Lead Programmer,Programming,"Abu Dhabi,United Arab Emirates"
Senior Online Programmer (H/F),Programming,"Montreuil,No"
Lead Gameplay Programmer (H/F),Programming,"Montreuil,No"
Gameplay Programmer - Rainbow Six Siege,Programming,"Barcelona,Spain"
Senior Gameplay Programmer - Rainbow Six Siege,Programming,"Barcelona,Spain"
Lead Gameplay Programmer,Programming,"Barcelona,Spain"
Producer,Project Management (Games/Animation movies),"Abu Dhabi,United Arab Emirates"
Technical Artist,Art,"Chengdu,No"
Lead Tools Programmer,Programming,"Pune,India"
Lead Character Artist,Art,"Pune,India"
C# Tools Specialist,Programming,"Bucharest,No"
Learning Manager (H/F),Human Resources & Knowledge Management,"Montreuil,No"
3D Artist,Art,"Pune,India"
Level Artist,Art,"Pune,India"
Online Programmer,Programming,"Pune,India"
Level Designer,Game & Level Design/Creative Direction,"Pune,India"
Senior Technical Artist,Art,"Mumbai,India"
Artiste UI / Designer graphique,Art,"Saguenay,Canada"
Project Manager,Testing & Quality Management,"Pune,India"
Core Engineer,Programming,"San Francisco,No"
Rigger,Animation,"Santa Rosa,No"
Character Artist (H/F),Art,"Bordeaux,France"
Programmeur QA [Anvil Pipeline],Programming,"Montreal,Canada"
QA Programmer [Anvil Pipeline],Programming,"Montreal,Canada"
Senior Data Analyst,Business Development,"Shanghai,China"
Animator,Animation,"Santa Rosa,No"
Texture Artist,Art,"Toronto,Canada"
Character Artist (M/F),Art,"Bordeaux,France"
PAX West Demo Crew,Communications & PR,"Seattle,United States"
Product Director – Marketing Solutions,Marketing,"San Francisco,United States"
UX Designer,Online/Web,"Toronto,Canada"
Business Continuity Manager,Business Development,"Montreal,Canada"
Gestionnaire de la continuité des affaires,Business Development,"Montreal,Canada"
Lead Game Designer,Game & Level Design/Creative Direction,"Kyiv,Ukraine"
Networking Specialist,Testing & Quality Management,"Bucharest,Romania"
Lead Technique Gameplay (H/F),Programming,"Montreuil,No"
Animateur 3D Senior (Cinématiques) (H/F),Animation,"Montreuil,No"
Animateur 3D Senior (Facial) (H/F),Animation,"Montreuil,No"
TD Character,Art,"Québec City,Canada"
Directeur Technique - Personnages,Art,"Québec City,Canada"
Senior Level Artist,Art,"Mumbai,India"
R&D Engineer,Testing & Quality Management,"Pune,India"
Motion Graphics Artist (Contract),Art,"San Francisco,United States"
.Net Web Applications Developer,Information Systems,"Bucharest,Romania"
Character Artist,Art,"Toronto,Canada"
Lead Artist,Art,"Santa Rosa,No"
Admin Manager,Administration,"Pune,India"
Project Manager,Project Management (Games/Animation movies),"Santa Rosa,No"
Game Tester,Testing & Quality Management,"Santa Rosa,No"
Data Manager,Programming,"Mumbai,India"
C++ Engine Programmer Ubisoft Technology Group,Programming,"Kyiv,Ukraine"
Comptable Général (H/F) - CDD de 6 mois à pourvoir fin Avril,Finance & Accounting,"Montreuil,France"
Senior Programmer,Programming,"Pune,India"
"Technical Director,Art",Art,"Shanghai,China"
Gameplay Programmer (GPP),Programming,"Montreal,No"
Programmeur Gameplay (GPP),Programming,"Montreal,No"
Junior Online Performance Engineer,Testing & Quality Management,"Bucharest,No"
Producer,Project Management (Games/Animation movies),"Odesa,Ukraine"
Lead Game Designer,Game & Level Design/Creative Direction,"Toronto,Canada"
Marketing Artist 2D/3D H/F,Project Management (Games/Animation movies),"Montreuil,France"
Senior Game Designer,Programming,"Kyiv,Ukraine"
Lead Animator,Animation,"Santa Rosa,No"
Gameplay Programmer,Programming,"Singapore,Singapore"
QC Lead (Mobile),Testing & Quality Management,"Pune,India"
Technical Artist,Art,"Toronto,Canada"
Senior Game Tester,Testing & Quality Management,"Pune,India"
Automation Engineer,Testing & Quality Management,"Pune,India"
"Technical Director, Art",Art,"Toronto,Canada"
Tools Programmer,Programming,"Pune,India"
Associate Lead Artist,Art,"Santa Rosa,No"
Experienced Game Tester,Testing & Quality Management,"Kyiv,No"
Senior Game Tester,China,"Shanghai,No"
Team Lead Programmer,Programming,"Toronto,Canada"
Animation Programmer,Programming,"Toronto,Canada"
Gameplay Programmer,United States,"San Francisco,Yes"
Technical Animator,Animation,"Santa Rosa,No"
Senior Technical Artist (f/m),Art,"Düsseldorf,No"
Core Network Engineer,Programming,"San Francisco,No"
Local  IT Support Technician,Information Systems,"Pune,India"
Junior FTC Specialist,Testing & Quality Management,"Pune,India"
Senior Programmer,Programming,"Pune,No"
Junior Web Developer,Testing & Quality Management,"Bucharest,No"
Trainee Score Designer,Game & Level Design/Creative Direction,"Pune,India"
Senior Web Developer (.net ),Information Systems,"Pune,India"
Intégrateur Mobile H/F,Game & Level Design/Creative Direction,"Paris,France"
Junior FPA Specialist,Testing & Quality Management,"Pune,India"
Tools Programmer,Programming,"Pune,India"
Lead Programmer,India,"Pune,Yes"
Technical Artist,Art,"Santa Rosa,No"
Lead Game Designer,Game & Level Design/Creative Direction,"Bucharest,No"
Lead Gameplay Programmer (H/F),Programming,"Montreuil,France"
Junior Build Engineer,Programming,"Pune,No"
Functional Development Coordinator,Information Systems,"Bucharest,Romania"
Développeur Online H/F,Programming,"Montreuil,France"
